algorithm,data,ourAlgrothm_time,lzma_time,gzip_time,bzip2_time,7zip_time,zip_time
Spell_results,BGL_0.70,0.00346,0.00079,0.00038,0.00181,0.0038,0.00349
Spell_results,Linux_0.30,0.00597,0.00091,0.00044,0.00371,0.00393,0.00356
Spell_results,Proxifier_0.70,0.00354,0.00084,0.00043,0.00233,0.00387,0.00315
Spell_results,HPC_0.10,0.00689,0.00154,0.00068,0.00527,0.00849,0.00635
Spell_results,BGL_0.80,0.00468,0.00062,0.00029,0.00124,0.00503,0.00471
Spell_results,Linux_0.60,0.00626,0.00148,0.00075,0.00499,0.00672,0.00462
Spell_results,HDFS_0.80,0.00437,0.00088,0.00045,0.00204,0.00408,0.00375
Spell_results,Hadoop_0.60,0.00522,0.00081,0.00052,0.00286,0.0063,0.00597
Spell_results,BGL_0.30,0.0058,0.00104,0.00045,0.00376,0.00484,0.00507
Spell_results,HDFS_0.20,0.00736,0.00112,0.00064,0.00548,0.00461,0.00388
Spell_results,Proxifier_0.20,0.00771,0.00176,0.00087,0.00707,0.00727,0.00521
Spell_results,HDFS_0.50,0.01233,0.00111,0.00061,0.00443,0.00639,0.00587
Spell_results,HDFS_0.90,0.00219,0.00081,0.00044,0.0014,0.00485,0.00436
Spell_results,Linux_0.20,0.01138,0.00132,0.00068,0.00612,0.00769,0.00504
Drain_results,HPC_0.20,0.00805,0.00199,0.00087,0.00652,0.0074,0.00619
Drain_results,HDFS_0.60,0.00699,0.00073,0.00041,0.00264,0.00566,0.00483
Drain_results,HDFS_0.70,0.00253,0.00088,0.0005,0.00277,0.00482,0.0043
Drain_results,Zookeeper_0.10,0.00769,0.00147,0.00081,0.00709,0.00806,0.00641
Drain_results,Linux_0.40,0.00509,0.00122,0.01854,0.00557,0.00646,0.00585
Drain_results,Linux_0.80,0.00339,0.0006,0.00031,0.00118,0.00432,0.00389
Drain_results,HPC_0.30,0.00556,0.0013,0.00059,0.004,0.00545,0.00735
Drain_results,Hadoop_0.20,0.00664,0.00123,0.00068,0.00532,0.00578,0.00519
Drain_results,Zookeeper_0.60,0.00354,0.00149,0.00088,0.006,0.00631,0.00548
Drain_results,Zookeeper_0.30,0.00945,0.00106,0.00061,0.00486,0.00544,0.00416
Drain_results,Zookeeper_0.80,0.00221,0.00077,0.00037,0.00148,0.00708,0.00428
Drain_results,HDFS_0.30,0.00497,0.00091,0.00053,0.00455,0.00491,0.00385
Drain_results,Proxifier_0.30,0.00509,0.00282,0.00132,0.01034,0.00564,0.00673
Drain_results,Proxifier_0.40,0.0107,0.00213,0.00102,0.00767,0.00868,0.00596
Drain_results,HPC_0.50,0.00585,0.00119,0.00056,0.00317,0.0068,0.0051
Drain_results,HPC_0.60,0.00373,0.00086,0.00049,0.00237,0.00457,0.00359
Drain_results,Zookeeper_0.90,0.00144,0.00057,0.00027,0.00081,0.00578,0.0034
Drain_results,BGL_0.40,0.0072,0.00125,0.00058,0.00458,0.00487,0.00478
Drain_results,Zookeeper_0.40,0.00445,0.001,0.00055,0.00434,0.00663,0.0055
Drain_results,HDFS_0.40,0.00823,0.00138,0.00081,0.00681,0.0049,0.00437
Drain_results,HDFS_0.10,0.01457,0.00157,0.0009,0.00847,0.00493,0.00552
Drain_results,Linux_0.70,0.00396,0.00143,0.0007,0.00425,0.00498,0.00458
Drain_results,Hadoop_0.90,0.00279,0.00099,0.00062,0.00189,0.0068,0.00609
Drain_results,BGL_0.50,0.00919,0.00146,0.00066,0.00488,0.00527,0.00426
Drain_results,Proxifier_0.10,0.00986,0.00375,0.0019,0.01529,0.00736,0.00794
Drain_results,Hadoop_0.80,0.00437,0.00086,0.00051,0.00227,0.00629,0.00391
Drain_results,Proxifier_0.90,0.00214,0.0008,0.00042,0.00133,0.00503,0.00384
Drain_results,Zookeeper_0.70,0.00376,0.00092,0.00048,0.00271,0.00517,0.00371
Drain_results,Zookeeper_0.50,0.00775,0.00128,0.00069,0.00517,0.00699,0.00679
Drain_results,Proxifier_0.80,0.00294,0.00099,0.00041,0.00174,0.00473,0.00409
Drain_results,HPC_0.80,0.00325,0.00132,0.00066,0.00311,0.00725,0.0062
Drain_results,BGL_0.10,0.01208,0.00253,0.0012,0.01032,0.00809,0.00747
Drain_results,Hadoop_0.40,0.00996,0.00156,0.00098,0.00733,0.00657,0.00555
Drain_results,HPC_0.90,0.00248,0.00072,0.00035,0.00105,0.00537,0.00507
Drain_results,Hadoop_0.50,0.00913,0.00166,0.001,0.00748,0.00618,0.00679
Drain_results,Hadoop_0.10,0.01384,0.00168,0.00102,0.00846,0.00899,0.00843
Drain_results,Hadoop_0.30,0.01376,0.00143,0.0008,0.00646,0.00581,0.00509
Drain_results,Linux_0.90,0.00214,0.00057,0.00022,0.0007,0.00558,0.00507
Drain_results,Hadoop_0.70,0.00427,0.00091,0.00055,0.00297,0.00547,0.0071
Drain_results,Proxifier_0.50,0.00566,0.00207,0.00118,0.0097,0.00618,0.00757
Drain_results,Linux_0.10,0.01228,0.00184,0.00087,0.00882,0.00771,0.0072
Drain_results,BGL_0.20,0.01431,0.00219,0.001,0.00923,0.00551,0.0051
Drain_results,Zookeeper_0.20,0.01062,0.00138,0.00076,0.00621,0.00657,0.00771
Drain_results,Proxifier_0.60,0.00712,0.00177,0.00094,0.00591,0.0067,0.00705
Drain_results,BGL_0.90,0.00283,0.00117,0.00057,0.00195,0.00653,0.00528
Drain_results,Linux_0.50,0.00809,0.00076,0.00039,0.00281,0.00547,0.00454
Drain_results,HPC_0.40,0.00661,0.00241,0.00108,0.00771,0.00772,0.00594
Drain_results,BGL_0.60,0.00767,0.00155,0.00068,0.00437,0.00547,0.00414
Drain_results,HPC_0.70,0.00281,0.00082,0.00037,0.00186,0.00736,0.0062
Drain_results,BGL_0.70,0.00299,0.0009,0.00036,0.00204,0.0047,0.00518
Drain_results,Linux_0.30,0.00575,0.00178,0.00101,0.0088,0.00544,0.00438
Drain_results,Proxifier_0.70,0.00281,0.00192,0.00078,0.00368,0.00566,0.00503
Drain_results,HPC_0.10,0.01053,0.00334,0.00145,0.01241,0.00733,0.00648
Drain_results,BGL_0.80,0.00537,0.00108,0.0005,0.00219,0.00432,0.00474
Drain_results,Linux_0.60,0.00554,0.00115,0.00056,0.00405,0.00437,0.00391
Drain_results,HDFS_0.80,0.00313,0.00059,0.00032,0.0014,0.00437,0.00329
Drain_results,Hadoop_0.60,0.00319,0.00142,0.00094,0.00579,0.00732,0.00425
Drain_results,BGL_0.30,0.01116,0.00207,0.00103,0.0086,0.00759,0.00606
Drain_results,HDFS_0.20,0.0135,0.00159,0.00084,0.00779,0.00531,0.0059
Drain_results,Proxifier_0.20,0.0079,0.00256,0.00131,0.01077,0.01031,0.00805
Drain_results,HDFS_0.50,0.00591,0.0011,0.0006,0.00427,0.00788,0.00611
Drain_results,HDFS_0.90,0.00187,0.00063,0.00034,0.00098,0.00604,0.00485
Drain_results,Linux_0.20,0.00637,0.0012,0.00064,0.00555,0.00543,0.00417
FT_tree_results,HPC_0.20,0.00575,0.00131,0.0006,0.00442,0.00789,0.00682
FT_tree_results,HDFS_0.60,0.00313,0.00074,0.00038,0.00259,0.00585,0.00419
FT_tree_results,HDFS_0.70,0.00229,0.00064,0.00033,0.00197,0.00461,0.0037
FT_tree_results,Zookeeper_0.10,0.00611,0.00288,0.00163,0.01457,0.00826,0.00724
FT_tree_results,Linux_0.40,0.00943,0.00114,0.00061,0.00475,0.00693,0.00642
FT_tree_results,Linux_0.80,0.00277,0.00096,0.00053,0.00213,0.00529,0.00486
FT_tree_results,HPC_0.30,0.00857,0.00256,0.00116,0.00884,0.00786,0.00727
FT_tree_results,Hadoop_0.20,0.01486,0.0012,0.00061,0.00637,0.00722,0.00713
FT_tree_results,Zookeeper_0.60,0.00733,0.00189,0.00107,0.00668,0.00671,0.00461
FT_tree_results,Zookeeper_0.30,0.01005,0.00177,0.00101,0.00786,0.00611,0.00709
FT_tree_results,Zookeeper_0.80,0.00835,0.00064,0.00034,0.00151,0.00488,0.00529
FT_tree_results,HDFS_0.30,0.00428,0.00095,0.00053,0.00449,0.00528,0.00583
FT_tree_results,Proxifier_0.30,0.00445,0.0011,0.0006,0.00484,0.00707,0.00707
FT_tree_results,Proxifier_0.40,0.00402,0.00145,0.00081,0.00533,0.00518,0.00471
FT_tree_results,HPC_0.50,0.00494,0.00167,0.00086,0.00657,0.00702,0.00588
FT_tree_results,HPC_0.60,0.0064,0.00116,0.00052,0.00341,0.00692,0.00593
FT_tree_results,Zookeeper_0.90,0.00208,0.00074,0.00036,0.00125,0.00527,0.00483
FT_tree_results,BGL_0.40,0.00561,0.00081,0.00035,0.003,0.00512,0.0045
FT_tree_results,Zookeeper_0.40,0.00632,0.00248,0.00142,0.01134,0.00559,0.0065
FT_tree_results,HDFS_0.40,0.00885,0.00144,0.00092,0.00716,0.00634,0.00465
FT_tree_results,HDFS_0.10,0.01235,0.00155,0.00091,0.0088,0.0079,0.00695
FT_tree_results,Linux_0.70,0.00392,0.00135,0.0006,0.00362,0.00463,0.00466
FT_tree_results,Hadoop_0.90,0.00244,0.00067,0.00044,0.00116,0.00438,0.0041
FT_tree_results,BGL_0.50,0.0056,0.00096,0.00046,0.00356,0.0056,0.0046
FT_tree_results,Proxifier_0.10,0.00625,0.00154,0.00079,0.00687,0.00665,0.00788
FT_tree_results,Hadoop_0.80,0.00506,0.00076,0.0007,0.00174,0.00513,0.00564
FT_tree_results,Proxifier_0.90,0.00143,0.00046,0.00024,0.00072,0.00622,0.00365
FT_tree_results,Zookeeper_0.70,0.00253,0.00144,0.00081,0.00463,0.00616,0.00512
FT_tree_results,Zookeeper_0.50,0.00686,0.00102,0.00055,0.00393,0.00513,0.00401
FT_tree_results,Proxifier_0.80,0.00199,0.00122,0.00067,0.00325,0.00658,0.00657
FT_tree_results,HPC_0.80,0.00384,0.00095,0.0005,0.00217,0.00678,0.00701
FT_tree_results,BGL_0.10,0.01334,0.00204,0.00102,0.01146,0.00613,0.00629
FT_tree_results,Hadoop_0.40,0.00868,0.00095,0.00055,0.00379,0.0051,0.00604
FT_tree_results,HPC_0.90,0.00185,0.00107,0.00047,0.00146,0.00572,0.00503
FT_tree_results,Hadoop_0.50,0.00608,0.00103,0.00061,0.00403,0.00606,0.00468
FT_tree_results,Hadoop_0.10,0.00711,0.00248,0.00154,0.01331,0.00561,0.00467
FT_tree_results,Hadoop_0.30,0.01331,0.00157,0.00089,0.00722,0.00678,0.00768
FT_tree_results,Linux_0.90,0.0018,0.00112,0.00053,0.00183,0.00664,0.00596
FT_tree_results,Hadoop_0.70,0.0056,0.00092,0.00056,0.00329,0.00554,0.0052
FT_tree_results,Proxifier_0.50,0.0051,0.00158,0.00093,0.00692,0.00571,0.00548
FT_tree_results,Linux_0.10,0.01509,0.00136,0.00076,0.00716,0.00631,0.00472
FT_tree_results,BGL_0.20,0.00695,0.00085,0.00043,0.0044,0.00723,0.00438
FT_tree_results,Zookeeper_0.20,0.00637,0.00137,0.00076,0.00633,0.00731,0.0049
FT_tree_results,Proxifier_0.60,0.00294,0.00074,0.00039,0.00252,0.00473,0.00396
FT_tree_results,BGL_0.90,0.00146,0.00047,0.00023,0.00062,0.00344,0.00346
FT_tree_results,Linux_0.50,0.00361,0.00112,0.00039,0.00275,0.00379,0.00333
FT_tree_results,HPC_0.40,0.00437,0.0013,0.00091,0.00672,0.0046,0.00519
FT_tree_results,BGL_0.60,0.00827,0.00133,0.00062,0.00439,0.00797,0.0062
FT_tree_results,HPC_0.70,0.00477,0.00099,0.00049,0.00254,0.00652,0.00547
FT_tree_results,BGL_0.70,0.00334,0.00065,0.00031,0.00165,0.00531,0.00505
FT_tree_results,Linux_0.30,0.00592,0.00186,0.00099,0.00549,0.00617,0.00402
FT_tree_results,Proxifier_0.70,0.00542,0.00076,0.00035,0.00205,0.00405,0.0049
FT_tree_results,HPC_0.10,0.00744,0.00328,0.00135,0.01157,0.00678,0.00664
FT_tree_results,BGL_0.80,0.0038,0.00069,0.00043,0.00193,0.00462,0.00398
FT_tree_results,Linux_0.60,0.00406,0.0007,0.00035,0.00239,0.00488,0.00416
FT_tree_results,HDFS_0.80,0.00279,0.00124,0.00072,0.00336,0.00649,0.00573
FT_tree_results,Hadoop_0.60,0.0063,0.00097,0.00063,0.00391,0.00661,0.0044
FT_tree_results,BGL_0.30,0.00547,0.00111,0.00057,0.00511,0.00477,0.00516
FT_tree_results,HDFS_0.20,0.00579,0.00185,0.00105,0.00909,0.00571,0.00723
FT_tree_results,Proxifier_0.20,0.00852,0.00283,0.00144,0.01252,0.00798,0.00744
FT_tree_results,HDFS_0.50,0.00693,0.00233,0.00083,0.00696,0.00714,0.00634
FT_tree_results,HDFS_0.90,0.00226,0.00082,0.0004,0.00125,0.00626,0.00587
FT_tree_results,Linux_0.20,0.00998,0.00203,0.00111,0.00933,0.00842,0.00637
