algorithm,way,sourceSize,matchResultsSize,matchResults_rate,lz4,lz4_rate,gz,gz_rate,bz,bz_rate,7z,7z_rate,zip,zip_rate,double_lz4,double_lz4_rate,double_gz,double_gz_rate,double_bz,double_bz_rate,double_7z,double_7z_rate,double_zip,double_zip_rate
IPLoM_results,Proxifier_0.60,82681,38609,0.46696,11826,0.14303,6967,0.08426,4655,0.0563,6033,0.07297,7056,0.08534,6733,0.08143,4135,0.05001,2926,0.03539,3808,0.04606,4230,0.05116
IPLoM_results,BGL_0.90,31473,26330,0.83659,5058,0.16071,3216,0.10218,3353,0.10654,2985,0.09484,3305,0.10501,3691,0.11728,2421,0.07692,2548,0.08096,2291,0.07279,2516,0.07994
IPLoM_results,HPC_0.40,72718,33847,0.46546,19173,0.26366,10550,0.14508,8917,0.12262,8060,0.11084,10639,0.1463,3242,0.04458,1389,0.0191,1004,0.01381,1424,0.01958,1484,0.02041
IPLoM_results,BGL_0.60,82895,58660,0.70764,16600,0.20025,10192,0.12295,10053,0.12127,8666,0.10454,10281,0.12402,11045,0.13324,7347,0.08863,7493,0.09039,6629,0.07997,7442,0.08978
IPLoM_results,HPC_0.70,46705,23053,0.49359,9603,0.20561,5547,0.11877,4505,0.09646,4302,0.09211,5636,0.12067,1136,0.02432,726,0.01554,678,0.01452,787,0.01685,821,0.01758
IPLoM_results,BGL_0.70,64407,45503,0.70649,12270,0.19051,7728,0.11999,7715,0.11979,6693,0.10392,7817,0.12137,8443,0.13109,5589,0.08678,5761,0.08945,5112,0.07937,5684,0.08825
IPLoM_results,Proxifier_0.70,61690,28589,0.46343,8580,0.13908,5093,0.08256,3532,0.05725,4463,0.07235,5182,0.084,4840,0.07846,2941,0.04767,2149,0.03484,2803,0.04544,3036,0.04921
IPLoM_results,HPC_0.10,108977,19423,0.17823,29340,0.26923,15801,0.14499,14278,0.13102,12361,0.11343,15890,0.14581,4797,0.04402,2133,0.01957,1863,0.0171,2107,0.01933,2228,0.02044
IPLoM_results,BGL_0.80,45267,35841,0.79177,8403,0.18563,5308,0.11726,5390,0.11907,4663,0.10301,5397,0.11923,6029,0.13319,3940,0.08704,4186,0.09247,3668,0.08103,4035,0.08914
IPLoM_results,HDFS_0.80,50849,7251,0.1426,15824,0.3112,9976,0.19619,7944,0.15623,8506,0.16728,10065,0.19794,1710,0.03363,942,0.01853,796,0.01565,1027,0.0202,1037,0.02039
IPLoM_results,BGL_0.30,111300,70503,0.63345,23539,0.21149,14442,0.12976,13424,0.12061,11777,0.10581,14531,0.13056,12393,0.11135,8288,0.07447,8459,0.076,7491,0.0673,8383,0.07532
IPLoM_results,HDFS_0.20,208156,17150,0.08239,68472,0.32895,39087,0.18778,30662,0.1473,33341,0.16017,39176,0.18821,4813,0.02312,2233,0.01073,1770,0.0085,2234,0.01073,2328,0.01118
IPLoM_results,Proxifier_0.20,166865,20485,0.12276,25482,0.15271,14842,0.08895,9871,0.05916,12946,0.07758,14931,0.08948,12187,0.07304,6906,0.04139,5959,0.03571,6376,0.03821,7001,0.04196
IPLoM_results,HDFS_0.50,131613,16989,0.12908,44698,0.33962,26037,0.19783,20183,0.15335,21938,0.16669,26126,0.19851,3767,0.02862,1912,0.01453,1481,0.01125,1929,0.01466,2007,0.01525
IPLoM_results,HDFS_0.90,25582,3597,0.14061,8352,0.32648,5248,0.20514,4450,0.17395,4625,0.18079,5337,0.20862,925,0.03616,549,0.02146,535,0.02091,657,0.02568,644,0.02517
LKE_results,HPC_0.20,90256,48054,0.53242,24920,0.2761,13429,0.14879,11959,0.1325,10429,0.11555,13518,0.14977,5123,0.05676,2390,0.02648,1774,0.01966,2308,0.02557,2485,0.02753
LKE_results,HDFS_0.60,106287,27221,0.25611,36417,0.34263,21312,0.20051,16654,0.15669,17944,0.16883,21401,0.20135,3552,0.03342,1946,0.01831,1503,0.01414,1959,0.01843,2041,0.0192
LKE_results,HDFS_0.70,81217,38324,0.47187,28692,0.35328,16845,0.20741,13353,0.16441,14279,0.17581,16934,0.2085,4188,0.05157,2189,0.02695,1571,0.01934,2181,0.02685,2284,0.02812
LKE_results,Zookeeper_0.10,212830,7346,0.03452,25582,0.1202,15225,0.07154,10292,0.04836,12483,0.05865,15314,0.07195,3662,0.01721,1563,0.00734,1357,0.00638,1626,0.00764,1658,0.00779
LKE_results,HPC_0.30,81320,--,--,22331,0.27461,12105,0.14886,10649,0.13095,9302,0.11439,12194,0.14995
LKE_results,Zookeeper_0.60,95867,16151,0.16847,12617,0.13161,7911,0.08252,6048,0.06309,6670,0.06958,8000,0.08345,4510,0.04704,2638,0.02752,2604,0.02716,2683,0.02799,2733,0.02851
LKE_results,Zookeeper_0.30,165392,85204,0.51516,20042,0.12118,12191,0.07371,8559,0.05175,9905,0.05989,12280,0.07425,8306,0.05022,5026,0.03039,3937,0.0238,4619,0.02793,5121,0.03096
LKE_results,Zookeeper_0.80,46797,4503,0.09622,5532,0.11821,3480,0.07436,3035,0.06485,3259,0.06964,3569,0.07627,1632,0.03487,999,0.02135,1086,0.02321,1107,0.02366,1094,0.02338
LKE_results,HDFS_0.30,182234,45851,0.25161,60847,0.33389,34862,0.1913,26950,0.14789,29643,0.16266,34951,0.19179,5594,0.0307,2968,0.01629,2072,0.01137,2893,0.01588,3063,0.01681
LKE_results,Proxifier_0.30,145574,40534,0.27844,22151,0.15216,12871,0.08842,8715,0.05987,11248,0.07727,12960,0.08903,12185,0.0837,7186,0.04936,5606,0.03851,6575,0.04517,7281,0.05002
LKE_results,Proxifier_0.40,124654,119652,0.95987,18906,0.15167,11106,0.08909,7563,0.06067,9567,0.07675,11195,0.08981,14066,0.11284,8179,0.06561,5257,0.04217,7284,0.05843,8274,0.06638
LKE_results,HPC_0.50,63946,--,--,15718,0.2458,9006,0.14084,7336,0.11472,6830,0.10681,9095,0.14223
LKE_results,HPC_0.60,55437,36570,0.65967,12703,0.22914,7314,0.13193,5954,0.1074,5623,0.10143,7403,0.13354,2126,0.03835,1316,0.02374,1108,0.01999,1326,0.02392,1411,0.02545
LKE_results,Zookeeper_0.90,24723,15333,0.62019,3784,0.15306,2397,0.09695,2402,0.09716,2324,0.094,2486,0.10055,2069,0.08369,1308,0.05291,1525,0.06168,1400,0.05663,1403,0.05675
LKE_results,BGL_0.40,102367,68394,0.66813,21328,0.20835,13021,0.1272,12344,0.12059,10795,0.10545,13110,0.12807,11817,0.11544,7837,0.07656,7906,0.07723,7080,0.06916,7932,0.07749
LKE_results,Zookeeper_0.40,139902,69344,0.49566,16375,0.11705,10032,0.07171,7278,0.05202,8604,0.0615,10121,0.07234,7040,0.05032,4137,0.02957,3446,0.02463,4032,0.02882,4232,0.03025
LKE_results,HDFS_0.40,156720,76036,0.48517,52278,0.33358,30357,0.1937,23700,0.15123,25737,0.16422,30446,0.19427,7010,0.04473,3725,0.02377,2234,0.01425,3552,0.02266,3820,0.02437
LKE_results,HDFS_0.10,232768,49170,0.21124,76378,0.32813,43163,0.18543,33815,0.14527,37188,0.15976,43252,0.18582,5896,0.02533,2988,0.01284,2123,0.00912,2900,0.01246,3083,0.01324
LKE_results,BGL_0.50,92956,64567,0.6946,18735,0.20155,11410,0.12275,11049,0.11886,9624,0.10353,11499,0.1237,11217,0.12067,7469,0.08035,7534,0.08105,6703,0.07211,7564,0.08137
LKE_results,Proxifier_0.10,187898,114936,0.61169,28076,0.14942,16432,0.08745,10946,0.05826,14336,0.0763,16521,0.08793,19383,0.10316,10877,0.05789,7326,0.03899,9686,0.05155,10972,0.05839
LKE_results,Proxifier_0.90,20883,19970,0.95628,3419,0.16372,2090,0.10008,1729,0.08279,2002,0.09587,2179,0.10434,2681,0.12838,1602,0.07671,1373,0.06575,1585,0.0759,1697,0.08126
LKE_results,Zookeeper_0.70,70315,46002,0.65423,8860,0.126,5843,0.0831,4570,0.06499,4847,0.06893,5932,0.08436,4785,0.06805,3166,0.04503,2537,0.03608,2841,0.0404,3261,0.04638
LKE_results,Zookeeper_0.50,117813,18058,0.15328,14440,0.12257,8944,0.07592,6624,0.05622,7597,0.06448,9033,0.07667,4794,0.04069,2762,0.02344,2696,0.02288,2806,0.02382,2857,0.02425
LKE_results,Proxifier_0.80,41155,39429,0.95806,5818,0.14137,3502,0.08509,2593,0.06301,3185,0.07739,3591,0.08726,4328,0.10516,2510,0.06099,1886,0.04583,2413,0.05863,2605,0.0633
LKE_results,HPC_0.80,34047,14414,0.42336,6554,0.1925,3706,0.10885,3013,0.0885,3002,0.08817,3795,0.11146,924,0.02714,567,0.01665,528,0.01551,606,0.0178,662,0.01944
LKE_results,BGL_0.10,133103,49049,0.3685,28872,0.21691,17448,0.13109,15965,0.11994,13978,0.10502,17537,0.13176,12469,0.09368,8047,0.06046,8370,0.06288,7424,0.05578,8142,0.06117
LKE_results,HPC_0.90,20047,--,--,3890,0.19404,2205,0.10999,1933,0.09642,1944,0.09697,2294,0.11443
LKE_results,Proxifier_0.50,103718,99411,0.95847,15312,0.14763,9030,0.08706,5982,0.05768,7621,0.07348,9119,0.08792,11271,0.10867,6528,0.06294,4095,0.03948,5790,0.05582,6623,0.06386
LKE_results,BGL_0.20,121603,66910,0.55023,26059,0.2143,16038,0.13189,14539,0.11956,12750,0.10485,16127,0.13262,12341,0.10149,8164,0.06714,8236,0.06773,7361,0.06053,8259,0.06792
LKE_results,Zookeeper_0.20,190702,6746,0.03537,23524,0.12335,14227,0.0746,9716,0.05095,11587,0.06076,14316,0.07507,3419,0.01793,1463,0.00767,1272,0.00667,1524,0.00799,1558,0.00817
LKE_results,Proxifier_0.60,82681,21444,0.25936,11826,0.14303,6967,0.08426,4655,0.0563,6033,0.07297,7056,0.08534,6333,0.0766,3720,0.04499,2926,0.03539,3495,0.04227,3815,0.04614
LKE_results,BGL_0.90,31473,30326,0.96356,5058,0.16071,3216,0.10218,3353,0.10654,2985,0.09484,3305,0.10501,4272,0.13574,2828,0.08985,2969,0.09433,2677,0.08506,2923,0.09287
LKE_results,HPC_0.40,72718,--,--,19173,0.26366,10550,0.14508,8917,0.12262,8060,0.11084,10639,0.1463
LKE_results,BGL_0.60,82895,61026,0.73618,16600,0.20025,10192,0.12295,10053,0.12127,8666,0.10454,10281,0.12402,11480,0.13849,7754,0.09354,7842,0.0946,6912,0.08338,7849,0.09469
LKE_results,HPC_0.70,46705,14320,0.30661,9603,0.20561,5547,0.11877,4505,0.09646,4302,0.09211,5636,0.12067,1071,0.02293,697,0.01492,656,0.01405,749,0.01604,792,0.01696
LKE_results,BGL_0.70,64407,60904,0.94561,12270,0.19051,7728,0.11999,7715,0.11979,6693,0.10392,7817,0.12137,9671,0.15015,6415,0.0996,6543,0.10159,5804,0.09011,6510,0.10108
LKE_results,Proxifier_0.70,61690,16333,0.26476,8580,0.13908,5093,0.08256,3532,0.05725,4463,0.07235,5182,0.084,4584,0.07431,2669,0.04326,2175,0.03526,2574,0.04172,2764,0.0448
LKE_results,HPC_0.10,108977,84017,0.77096,29340,0.26923,15801,0.14499,14278,0.13102,12361,0.11343,15890,0.14581,6868,0.06302,3598,0.03302,2706,0.02483,3329,0.03055,3693,0.03389
LKE_results,BGL_0.80,45267,34433,0.76066,8403,0.18563,5308,0.11726,5390,0.11907,4663,0.10301,5397,0.11923,6119,0.13518,4015,0.0887,4266,0.09424,3776,0.08342,4110,0.09079
LKE_results,HDFS_0.80,50849,25477,0.50103,15824,0.3112,9976,0.19619,7944,0.15623,8506,0.16728,10065,0.19794,3091,0.06079,1615,0.03176,1266,0.0249,1652,0.03249,1710,0.03363
LKE_results,BGL_0.30,111300,67720,0.60845,23539,0.21149,14442,0.12976,13424,0.12061,11777,0.10581,14531,0.13056,11856,0.10652,7910,0.07107,7977,0.07167,7156,0.06429,8005,0.07192
LKE_results,HDFS_0.20,208156,93106,0.44729,68472,0.32895,39087,0.18778,30662,0.1473,33341,0.16017,39176,0.18821,8772,0.04214,4614,0.02217,2662,0.01279,4388,0.02108,4709,0.02262
LKE_results,Proxifier_0.20,166865,97135,0.58212,25482,0.15271,14842,0.08895,9871,0.05916,12946,0.07758,14931,0.08948,17018,0.10199,9548,0.05722,6471,0.03878,8532,0.05113,9643,0.05779
LKE_results,HDFS_0.50,131613,58237,0.44249,44698,0.33962,26037,0.19783,20183,0.15335,21938,0.16669,26126,0.19851,6424,0.04881,3169,0.02408,2050,0.01558,3062,0.02327,3264,0.0248
LKE_results,HDFS_0.90,25582,12723,0.49734,8352,0.32648,5248,0.20514,4450,0.17395,4625,0.18079,5337,0.20862,1674,0.06544,973,0.03803,931,0.03639,1055,0.04124,1068,0.04175
Spell_results,HPC_0.20,90256,32636,0.36159,24920,0.2761,13429,0.14879,11959,0.1325,10429,0.11555,13518,0.14977,4349,0.04819,2033,0.02252,1516,0.0168,1998,0.02214,2128,0.02358
Spell_results,HDFS_0.60,106287,27353,0.25735,36417,0.34263,21312,0.20051,16654,0.15669,17944,0.16883,21401,0.20135,3514,0.03306,1995,0.01877,1521,0.01431,1994,0.01876,2090,0.01966
Spell_results,HDFS_0.70,81217,21017,0.25878,28692,0.35328,16845,0.20741,13353,0.16441,14279,0.17581,16934,0.2085,2773,0.03414,1631,0.02008,1339,0.01649,1662,0.02046,1726,0.02125
Spell_results,Zookeeper_0.10,212830,133628,0.62786,25582,0.1202,15225,0.07154,10292,0.04836,12483,0.05865,15314,0.07195,10489,0.04928,6992,0.03285,4031,0.01894,5776,0.02714,7087,0.0333
Spell_results,HPC_0.30,81320,29961,0.36843,22331,0.27461,12105,0.14886,10649,0.13095,9302,0.11439,12194,0.14995,3450,0.04242,1638,0.02014,1208,0.01485,1646,0.02024,1733,0.02131
Spell_results,Zookeeper_0.60,95867,43937,0.45831,12617,0.13161,7911,0.08252,6048,0.06309,6670,0.06958,8000,0.08345,4968,0.05182,3065,0.03197,2573,0.02684,3002,0.03131,3160,0.03296
Spell_results,Zookeeper_0.30,165392,79916,0.48319,20042,0.12118,12191,0.07371,8559,0.05175,9905,0.05989,12280,0.07425,6871,0.04154,4606,0.02785,3107,0.01879,4091,0.02474,4701,0.02842
Spell_results,Zookeeper_0.80,46797,21101,0.4509,5532,0.11821,3480,0.07436,3035,0.06485,3259,0.06964,3569,0.07627,2170,0.04637,1357,0.029,1263,0.02699,1431,0.03058,1452,0.03103
Spell_results,HDFS_0.30,182234,46273,0.25392,60847,0.33389,34862,0.1913,26950,0.14789,29643,0.16266,34951,0.19179,5597,0.03071,3100,0.01701,2143,0.01176,3019,0.01657,3195,0.01753
Spell_results,Proxifier_0.30,145574,71758,0.49293,22151,0.15216,12871,0.08842,8715,0.05987,11248,0.07727,12960,0.08903,12390,0.08511,7783,0.05346,5701,0.03916,6937,0.04765,7878,0.05412
Spell_results,Proxifier_0.40,124654,61493,0.49331,18906,0.15167,11106,0.08909,7563,0.06067,9567,0.07675,11195,0.08981,10729,0.08607,6727,0.05397,4996,0.04008,6011,0.04822,6822,0.05473
Spell_results,HPC_0.50,63946,21103,0.33001,15718,0.2458,9006,0.14084,7336,0.11472,6830,0.10681,9095,0.14223,2362,0.03694,1066,0.01667,856,0.01339,1130,0.01767,1161,0.01816
Spell_results,HPC_0.60,55437,18395,0.33182,12703,0.22914,7314,0.13193,5954,0.1074,5623,0.10143,7403,0.13354,1771,0.03195,893,0.01611,751,0.01355,959,0.0173,988,0.01782
Spell_results,Zookeeper_0.90,24723,10503,0.42483,3784,0.15306,2397,0.09695,2402,0.09716,2324,0.094,2486,0.10055,1556,0.06294,1059,0.04283,1150,0.04652,1151,0.04656,1154,0.04668
Spell_results,BGL_0.40,102367,66138,0.64609,21328,0.20835,13021,0.1272,12344,0.12059,10795,0.10545,13110,0.12807,11778,0.11506,7946,0.07762,7956,0.07772,7108,0.06944,8041,0.07855
Spell_results,Zookeeper_0.40,139902,67252,0.48071,16375,0.11705,10032,0.07171,7278,0.05202,8604,0.0615,10121,0.07234,5793,0.04141,3701,0.02645,2761,0.01974,3548,0.02536,3796,0.02713
Spell_results,HDFS_0.40,156720,40414,0.25787,52278,0.33358,30357,0.1937,23700,0.15123,25737,0.16422,30446,0.19427,4888,0.03119,2728,0.01741,1938,0.01237,2680,0.0171,2823,0.01801
Spell_results,HDFS_0.10,232768,42153,0.18109,76378,0.32813,43163,0.18543,33815,0.14527,37188,0.15976,43252,0.18582,5966,0.02563,3072,0.0132,2221,0.00954,2985,0.01282,3167,0.01361
Spell_results,BGL_0.50,92956,62952,0.67722,18735,0.20155,11410,0.12275,11049,0.11886,9624,0.10353,11499,0.1237,11312,0.12169,7655,0.08235,7693,0.08276,6820,0.07337,7750,0.08337
Spell_results,Proxifier_0.10,187898,119580,0.63641,28076,0.14942,16432,0.08745,10946,0.05826,14336,0.0763,16521,0.08793,18191,0.09681,10669,0.05678,7135,0.03797,9686,0.05155,10764,0.05729
Spell_results,Proxifier_0.90,20883,10183,0.48762,3419,0.16372,2090,0.10008,1729,0.08279,2002,0.09587,2179,0.10434,1970,0.09434,1244,0.05957,1081,0.05176,1258,0.06024,1339,0.06412
Spell_results,Zookeeper_0.70,70315,32931,0.46834,8860,0.126,5843,0.0831,4570,0.06499,4847,0.06893,5932,0.08436,3598,0.05117,2219,0.03156,1947,0.02769,2209,0.03142,2314,0.03291
Spell_results,Zookeeper_0.50,117813,56013,0.47544,14440,0.12257,8944,0.07592,6624,0.05622,7597,0.06448,9033,0.07667,5618,0.04769,3395,0.02882,2677,0.02272,3296,0.02798,3490,0.02962
Spell_results,Proxifier_0.80,41155,20288,0.49297,5818,0.14137,3502,0.08509,2593,0.06301,3185,0.07739,3591,0.08726,3256,0.07912,1939,0.04711,1567,0.03808,1890,0.04592,2034,0.04942
Spell_results,HPC_0.80,34047,4191,0.12309,6554,0.1925,3706,0.10885,3013,0.0885,3002,0.08817,3795,0.11146,576,0.01692,376,0.01104,349,0.01025,493,0.01448,471,0.01383
Spell_results,BGL_0.10,133103,77442,0.58182,28872,0.21691,17448,0.13109,15965,0.11994,13978,0.10502,17537,0.13176,13329,0.10014,8826,0.06631,8817,0.06624,7898,0.05934,8921,0.06702
Spell_results,HPC_0.90,20047,3763,0.18771,3890,0.19404,2205,0.10999,1933,0.09642,1944,0.09697,2294,0.11443,1017,0.05073,592,0.02953,575,0.02868,683,0.03407,687,0.03427
Spell_results,Proxifier_0.50,103718,51372,0.4953,15312,0.14763,9030,0.08706,5982,0.05768,7621,0.07348,9119,0.08792,8614,0.08305,5201,0.05015,3790,0.03654,4716,0.04547,5296,0.05106
Spell_results,BGL_0.20,121603,73463,0.60412,26059,0.2143,16038,0.13189,14539,0.11956,12750,0.10485,16127,0.13262,12884,0.10595,8743,0.0719,8752,0.07197,7767,0.06387,8838,0.07268
Spell_results,Zookeeper_0.20,190702,117225,0.6147,23524,0.12335,14227,0.0746,9716,0.05095,11587,0.06076,14316,0.07507,9663,0.05067,6528,0.03423,3938,0.02065,5403,0.02833,6623,0.03473
Spell_results,Proxifier_0.60,82681,40712,0.4924,11826,0.14303,6967,0.08426,4655,0.0563,6033,0.07297,7056,0.08534,6523,0.07889,3917,0.04737,2867,0.03468,3628,0.04388,4012,0.04852
Spell_results,BGL_0.90,31473,25964,0.82496,5058,0.16071,3216,0.10218,3353,0.10654,2985,0.09484,3305,0.10501,3713,0.11797,2459,0.07813,2564,0.08147,2343,0.07444,2554,0.08115
Spell_results,HPC_0.40,72718,23875,0.32832,19173,0.26366,10550,0.14508,8917,0.12262,8060,0.11084,10639,0.1463,2930,0.04029,1255,0.01726,951,0.01308,1313,0.01806,1350,0.01856
Spell_results,BGL_0.60,82895,57781,0.69704,16600,0.20025,10192,0.12295,10053,0.12127,8666,0.10454,10281,0.12402,11117,0.13411,7547,0.09104,7650,0.09229,6727,0.08115,7642,0.09219
Spell_results,HPC_0.70,46705,15463,0.33108,9603,0.20561,5547,0.11877,4505,0.09646,4302,0.09211,5636,0.12067,1043,0.02233,647,0.01385,615,0.01317,725,0.01552,742,0.01589
Spell_results,BGL_0.70,64407,45765,0.71056,12270,0.19051,7728,0.11999,7715,0.11979,6693,0.10392,7817,0.12137,8268,0.12837,5531,0.08588,5747,0.08923,5069,0.0787,5626,0.08735
Spell_results,Proxifier_0.70,61690,30299,0.49115,8580,0.13908,5093,0.08256,3532,0.05725,4463,0.07235,5182,0.084,4656,0.07547,2787,0.04518,2130,0.03453,2643,0.04284,2882,0.04672
Spell_results,HPC_0.10,108977,21863,0.20062,29340,0.26923,15801,0.14499,14278,0.13102,12361,0.11343,15890,0.14581,5071,0.04653,2303,0.02113,2025,0.01858,2265,0.02078,2398,0.022
Spell_results,BGL_0.80,45267,34621,0.76482,8403,0.18563,5308,0.11726,5390,0.11907,4663,0.10301,5397,0.11923,5962,0.13171,3917,0.08653,4127,0.09117,3675,0.08118,4012,0.08863
Spell_results,HDFS_0.80,50849,13879,0.27295,15824,0.3112,9976,0.19619,7944,0.15623,8506,0.16728,10065,0.19794,1978,0.0389,1187,0.02334,1052,0.02069,1252,0.02462,1282,0.02521
Spell_results,BGL_0.30,111300,69383,0.62339,23539,0.21149,14442,0.12976,13424,0.12061,11777,0.10581,14531,0.13056,11962,0.10748,8082,0.07261,8115,0.07291,7254,0.06518,8177,0.07347
Spell_results,HDFS_0.20,208156,47883,0.23003,68472,0.32895,39087,0.18778,30662,0.1473,33341,0.16017,39176,0.18821,5689,0.02733,3047,0.01464,2110,0.01014,2949,0.01417,3142,0.01509
Spell_results,Proxifier_0.20,166865,105798,0.63403,25482,0.15271,14842,0.08895,9871,0.05916,12946,0.07758,14931,0.08948,16361,0.09805,9743,0.05839,6520,0.03907,8828,0.05291,9838,0.05896
Spell_results,HDFS_0.50,131613,34021,0.25849,44698,0.33962,26037,0.19783,20183,0.15335,21938,0.16669,26126,0.19851,4277,0.0325,2396,0.0182,1730,0.01314,2368,0.01799,2491,0.01893
Spell_results,HDFS_0.90,25582,7160,0.27988,8352,0.32648,5248,0.20514,4450,0.17395,4625,0.18079,5337,0.20862,1104,0.04316,707,0.02764,741,0.02897,798,0.03119,802,0.03135
Drain_results,HPC_0.20,90256,31922,0.35368,24920,0.2761,13429,0.14879,11959,0.1325,10429,0.11555,13518,0.14977,4339,0.04807,1926,0.02134,1396,0.01547,1894,0.02098,2021,0.02239
Drain_results,HDFS_0.60,106287,13511,0.12712,36417,0.34263,21312,0.20051,16654,0.15669,17944,0.16883,21401,0.20135,3067,0.02886,1596,0.01502,1274,0.01199,1649,0.01551,1691,0.01591
Drain_results,HDFS_0.70,81217,10906,0.13428,28692,0.35328,16845,0.20741,13353,0.16441,14279,0.17581,16934,0.2085,2408,0.02965,1308,0.01611,1076,0.01325,1379,0.01698,1403,0.01727
Drain_results,Zookeeper_0.10,212830,7346,0.03452,25582,0.1202,15225,0.07154,10292,0.04836,12483,0.05865,15314,0.07195,3662,0.01721,1563,0.00734,1357,0.00638,1626,0.00764,1658,0.00779
Drain_results,HPC_0.30,81320,33554,0.41262,22331,0.27461,12105,0.14886,10649,0.13095,9302,0.11439,12194,0.14995,4371,0.05375,2041,0.0251,1637,0.02013,1942,0.02388,2136,0.02627
Drain_results,Zookeeper_0.60,95867,28152,0.29366,12617,0.13161,7911,0.08252,6048,0.06309,6670,0.06958,8000,0.08345,4523,0.04718,2862,0.02985,2643,0.02757,2876,0.03,2957,0.03084
Drain_results,Zookeeper_0.30,165392,48058,0.29057,20042,0.12118,12191,0.07371,8559,0.05175,9905,0.05989,12280,0.07425,6545,0.03957,3885,0.02349,3305,0.01998,3787,0.0229,3980,0.02406
Drain_results,Zookeeper_0.80,46797,19073,0.40757,5532,0.11821,3480,0.07436,3035,0.06485,3259,0.06964,3569,0.07627,1818,0.03885,1216,0.02598,1110,0.02372,1273,0.0272,1311,0.02801
Drain_results,HDFS_0.30,182234,22461,0.12325,60847,0.33389,34862,0.1913,26950,0.14789,29643,0.16266,34951,0.19179,4889,0.02683,2452,0.01346,1804,0.0099,2434,0.01336,2547,0.01398
Drain_results,Proxifier_0.30,145574,18941,0.13011,22151,0.15216,12871,0.08842,8715,0.05987,11248,0.07727,12960,0.08903,10613,0.0729,6141,0.04218,5326,0.03659,5673,0.03897,6236,0.04284
Drain_results,Proxifier_0.40,124654,16303,0.13079,18906,0.15167,11106,0.08909,7563,0.06067,9567,0.07675,11195,0.08981,9075,0.0728,5242,0.04205,4565,0.03662,4888,0.03921,5337,0.04281
Drain_results,HPC_0.50,63946,19948,0.31195,15718,0.2458,9006,0.14084,7336,0.11472,6830,0.10681,9095,0.14223,2301,0.03598,997,0.01559,771,0.01206,1071,0.01675,1092,0.01708
Drain_results,HPC_0.60,55437,17240,0.31098,12703,0.22914,7314,0.13193,5954,0.1074,5623,0.10143,7403,0.13354,1710,0.03085,823,0.01485,677,0.01221,901,0.01625,918,0.01656
Drain_results,Zookeeper_0.90,24723,8895,0.35979,3784,0.15306,2397,0.09695,2402,0.09716,2324,0.094,2486,0.10055,1321,0.05343,924,0.03737,1013,0.04097,1012,0.04093,1019,0.04122
Drain_results,BGL_0.40,102367,56955,0.55638,21328,0.20835,13021,0.1272,12344,0.12059,10795,0.10545,13110,0.12807,11210,0.10951,7478,0.07305,7579,0.07404,6717,0.06562,7573,0.07398
Drain_results,Zookeeper_0.40,139902,40176,0.28717,16375,0.11705,10032,0.07171,7278,0.05202,8604,0.0615,10121,0.07234,5325,0.03806,3287,0.0235,2808,0.02007,3264,0.02333,3382,0.02417
Drain_results,HDFS_0.40,156720,20140,0.12851,52278,0.33358,30357,0.1937,23700,0.15123,25737,0.16422,30446,0.19427,4279,0.0273,2175,0.01388,1603,0.01023,2191,0.01398,2270,0.01448
Drain_results,HDFS_0.10,232768,19445,0.08354,76378,0.32813,43163,0.18543,33815,0.14527,37188,0.15976,43252,0.18582,5054,0.02171,2386,0.01025,1866,0.00802,2355,0.01012,2481,0.01066
Drain_results,BGL_0.50,92956,55544,0.59753,18735,0.20155,11410,0.12275,11049,0.11886,9624,0.10353,11499,0.1237,10501,0.11297,6973,0.07501,7154,0.07696,6301,0.06778,7068,0.07604
Drain_results,Proxifier_0.10,187898,26284,0.13988,28076,0.14942,16432,0.08745,10946,0.05826,14336,0.0763,16521,0.08793,13982,0.07441,7965,0.04239,6788,0.03613,7216,0.0384,8060,0.0429
Drain_results,Proxifier_0.90,20883,2946,0.14107,3419,0.16372,2090,0.10008,1729,0.08279,2002,0.09587,2179,0.10434,1667,0.07983,996,0.04769,979,0.04688,1075,0.05148,1091,0.05224
Drain_results,Zookeeper_0.70,70315,29143,0.41446,8860,0.126,5843,0.0831,4570,0.06499,4847,0.06893,5932,0.08436,3205,0.04558,2092,0.02975,1808,0.02571,2069,0.02942,2187,0.0311
Drain_results,Zookeeper_0.50,117813,34355,0.29161,14440,0.12257,8944,0.07592,6624,0.05622,7597,0.06448,9033,0.07667,4925,0.0418,3094,0.02626,2745,0.0233,3086,0.02619,3189,0.02707
Drain_results,Proxifier_0.80,41155,5071,0.12322,5818,0.14137,3502,0.08509,2593,0.06301,3185,0.07739,3591,0.08726,2622,0.06371,1529,0.03715,1448,0.03518,1565,0.03803,1624,0.03946
Drain_results,HPC_0.80,34047,4196,0.12324,6554,0.1925,3706,0.10885,3013,0.0885,3002,0.08817,3795,0.11146,657,0.0193,364,0.01069,333,0.00978,486,0.01427,459,0.01348
Drain_results,BGL_0.10,133103,35376,0.26578,28872,0.21691,17448,0.13109,15965,0.11994,13978,0.10502,17537,0.13176,11788,0.08856,7390,0.05552,7736,0.05812,6835,0.05135,7485,0.05623
Drain_results,HPC_0.90,20047,3768,0.18796,3890,0.19404,2205,0.10999,1933,0.09642,1944,0.09697,2294,0.11443,1100,0.05487,577,0.02878,564,0.02813,676,0.03372,672,0.03352
