algorithm,way,sourceSize,matchResultsSize,matchResults_rate,lz4,lz4_rate,gz,gz_rate,bz,bz_rate,7z,7z_rate,zip,zip_rate,double_lz4,double_lz4_rate,double_gz,double_gz_rate,double_bz,double_bz_rate,double_7z,double_7z_rate,double_zip,double_zip_rate
LKE_results,Linux_0.40,144859,29933,0.20664,4263,0.02943,3057,0.0211,3487,0.02407,3031,0.02092,3152,0.02176
LKE_results,Linux_0.80,144859,10424,0.07196,3269,0.02257,2312,0.01596,2573,0.01776,2383,0.01645,2407,0.01662
LKE_results,Hadoop_0.20,181867,124739,0.68588,7520,0.04135,5126,0.02819,4597,0.02528,4275,0.02351,5221,0.02871
LKE_results,Linux_0.70,144859,17573,0.12131,3522,0.02431,2502,0.01727,2886,0.01992,2551,0.01761,2597,0.01793
LKE_results,Hadoop_0.90,181867,--,--
LKE_results,Hadoop_0.80,181867,--,--
LKE_results,Hadoop_0.40,181867,105927,0.58244,5025,0.02763,3497,0.01923,3214,0.01767,2909,0.016,3592,0.01975
LKE_results,Hadoop_0.50,181867,12791,0.07033,2631,0.01447,1660,0.00913,1682,0.00925,1381,0.00759,1755,0.00965
LKE_results,Hadoop_0.10,181867,--,--
LKE_results,Hadoop_0.30,181867,116577,0.641,6726,0.03698,4611,0.02535,4210,0.02315,3887,0.02137,4706,0.02588
LKE_results,Linux_0.90,144859,6402,0.04419,3018,0.02083,2117,0.01461,2315,0.01598,2220,0.01533,2212,0.01527
LKE_results,Hadoop_0.70,181867,--,--
LKE_results,Linux_0.10,144859,62437,0.43102,5264,0.03634,3803,0.02625,4267,0.02946,3613,0.02494,3898,0.02691
LKE_results,Linux_0.50,144859,26498,0.18292,3918,0.02705,2824,0.01949,3249,0.02243,2821,0.01947,2919,0.02015
LKE_results,Linux_0.30,144859,53068,0.36634,4626,0.03193,3386,0.02337,3756,0.02593,3252,0.02245,3481,0.02403
LKE_results,Linux_0.60,144859,23190,0.16009,3843,0.02653,2763,0.01907,3184,0.02198,2777,0.01917,2858,0.01973
LKE_results,Hadoop_0.60,181867,6641,0.03652,1188,0.00653,604,0.00332,475,0.00261,470,0.00258,699,0.00384
LKE_results,Linux_0.20,144859,58675,0.40505,4979,0.03437,3637,0.02511,4068,0.02808,3466,0.02393,3732,0.02576
Spell_results,Linux_0.40,144859,39784,0.27464,4056,0.028,2965,0.02047,3308,0.02284,2916,0.02013,3060,0.02112
Spell_results,Linux_0.80,144859,11263,0.07775,3046,0.02103,2173,0.015,2352,0.01624,2254,0.01556,2268,0.01566
Spell_results,Hadoop_0.20,181867,127531,0.70123,7581,0.04168,5166,0.02841,4827,0.02654,4345,0.02389,5261,0.02893
Spell_results,Linux_0.70,144859,18681,0.12896,3298,0.02277,2362,0.01631,2662,0.01838,2419,0.0167,2457,0.01696
Spell_results,Hadoop_0.90,181867,7889,0.04338,472,0.0026,358,0.00197,433,0.00238,378,0.00208,453,0.00249
Spell_results,Hadoop_0.80,181867,15784,0.08679,767,0.00422,531,0.00292,555,0.00305,452,0.00249,626,0.00344
Spell_results,Hadoop_0.40,181867,106434,0.58523,4927,0.02709,3471,0.01909,3185,0.01751,2892,0.0159,3566,0.01961
Spell_results,Hadoop_0.50,181867,41466,0.228,2843,0.01563,1898,0.01044,1837,0.0101,1440,0.00792,1993,0.01096
Spell_results,Hadoop_0.10,181867,137987,0.75872,8406,0.04622,5568,0.03062,5145,0.02829,4690,0.02579,5663,0.03114
Spell_results,Hadoop_0.30,181867,118229,0.65008,6809,0.03744,4663,0.02564,4299,0.02364,3943,0.02168,4758,0.02616
Spell_results,Linux_0.90,144859,6448,0.04451,2889,0.01994,2045,0.01412,2212,0.01527,2140,0.01477,2140,0.01477
Spell_results,Hadoop_0.70,181867,23416,0.12875,1052,0.00578,709,0.0039,667,0.00367,493,0.00271,804,0.00442
Spell_results,Linux_0.10,144859,56110,0.38734,4032,0.02783,2932,0.02024,3353,0.02315,2876,0.01985,3027,0.0209
Spell_results,Linux_0.50,144859,35144,0.24261,3735,0.02578,2736,0.01889,3073,0.02121,2704,0.01867,2831,0.01954
Spell_results,Linux_0.30,144859,42389,0.29262,4266,0.02945,3084,0.02129,3449,0.02381,3028,0.0209,3179,0.02195
Spell_results,Linux_0.60,144859,27060,0.1868,3636,0.0251,2619,0.01808,2983,0.02059,2633,0.01818,2714,0.01874
Spell_results,Hadoop_0.60,181867,31178,0.17143,1424,0.00783,868,0.00477,736,0.00405,525,0.00289,963,0.0053
Spell_results,Linux_0.20,144859,48078,0.3319,3697,0.02552,2671,0.01844,3075,0.02123,2632,0.01817,2766,0.01909
Drain_results,Linux_0.40,144859,28218,0.1948,3791,0.02617,2711,0.01871,3040,0.02099,2705,0.01867,2806,0.01937
Drain_results,Linux_0.80,144859,8261,0.05703,2844,0.01963,2011,0.01388,2157,0.01489,2093,0.01445,2106,0.01454
Drain_results,Hadoop_0.20,181867,39398,0.21663,5475,0.0301,3424,0.01883,2939,0.01616,2580,0.01419,3519,0.01935
Drain_results,Linux_0.70,144859,15055,0.10393,3101,0.02141,2207,0.01524,2470,0.01705,2264,0.01563,2302,0.01589
Drain_results,Hadoop_0.90,181867,3747,0.0206,372,0.00205,245,0.00135,230,0.00126,279,0.00153,340,0.00187
