algorithm,data,ourAlgrothm_time,lzma_time,gzip_time,bzip2_time,7zip_time,zip_time
LKE_results,Proxifier_0.90,5e-05,0.00032,0.00018,0.00015,0.00308,0.00304
LKE_results,Zookeeper_0.70,0.00024,0.00031,0.00018,0.00015,0.00342,0.00345
LKE_results,Zookeeper_0.50,0.00015,0.00037,0.0002,0.00017,0.00405,0.00356
LKE_results,Proxifier_0.80,3e-05,0.00032,0.00017,0.00015,0.00317,0.00334
LKE_results,HPC_0.80,--,--,--,--,--,--
LKE_results,BGL_0.10,0.0001,0.00033,0.00018,0.00016,0.00335,0.0032
LKE_results,Hadoop_0.40,6e-05,0.00034,0.00021,0.00015,0.00332,0.00322
LKE_results,HPC_0.90,--,--,--,--,--,--
LKE_results,Hadoop_0.50,7e-05,0.00033,0.00018,0.00017,0.00333,0.00324
LKE_results,Hadoop_0.10,--,--,--,--,--,--
LKE_results,Hadoop_0.30,7e-05,0.00035,0.00022,0.00015,0.00318,0.00463
LKE_results,Linux_0.90,3e-05,0.00032,0.00018,0.00015,0.00326,0.00341
LKE_results,Hadoop_0.70,7e-05,0.00036,0.0002,0.00016,0.00323,0.00312
LKE_results,Proxifier_0.50,3e-05,0.00031,0.00017,0.00018,0.00316,0.00307
LKE_results,Linux_0.10,3e-05,0.00031,0.00018,0.00015,0.00315,0.00326
LKE_results,BGL_0.20,8e-05,0.00039,0.00018,0.00016,0.0032,0.00314
LKE_results,Zookeeper_0.20,0.00021,0.00032,0.00018,0.00016,0.00337,0.00326
LKE_results,Proxifier_0.60,4e-05,0.00035,0.00018,0.00016,0.00338,0.00451
LKE_results,BGL_0.90,3e-05,0.00042,0.00018,0.00015,0.00332,0.00325
LKE_results,Linux_0.50,3e-05,0.00039,0.0003,0.00024,0.00337,0.00329
LKE_results,HPC_0.40,--,--,--,--,--,--
LKE_results,BGL_0.60,6e-05,0.00038,0.00022,0.00016,0.0036,0.00335
LKE_results,HPC_0.70,9e-05,0.00033,0.0002,0.00016,0.00357,0.00367
LKE_results,BGL_0.70,3e-05,0.00031,0.00021,0.00015,0.00334,0.00316
LKE_results,Linux_0.30,3e-05,0.00032,0.00018,0.00015,0.00325,0.00327
LKE_results,Proxifier_0.70,3e-05,0.0004,0.00018,0.00015,0.00329,0.00317
LKE_results,HPC_0.10,3e-05,0.00033,0.00019,0.00016,0.00329,0.00323
LKE_results,BGL_0.80,3e-05,0.00035,0.00019,0.00016,0.00324,0.00322
LKE_results,Linux_0.60,3e-05,0.0004,0.00018,0.00016,0.00337,0.00323
LKE_results,HDFS_0.80,3e-05,0.00034,0.00019,0.00016,0.00328,0.00304
LKE_results,Hadoop_0.60,--,--,--,--,--,--
LKE_results,BGL_0.30,7e-05,0.00033,0.00018,0.00016,0.00341,0.00327
LKE_results,HDFS_0.20,7e-05,0.00034,0.00021,0.00018,0.00351,0.0033
LKE_results,Proxifier_0.20,5e-05,0.0004,0.00019,0.00016,0.00332,0.00343
